町丁名,年度,変化率(%),変化タイプ,変化の大きさ,前年人口,人口増減
南千反畑町,2004,2.3054755043227666,自然増減,2.3054755043227666,693.9999999999999,16.0
田迎５丁目,2009,2.304964539007092,自然増減,2.304964539007092,564.0000000000001,13.0
馬渡２丁目,2015,2.3041474654377883,自然増減,2.3041474654377883,868.0,20.0
池亀町,2024,2.303523035230352,自然増減,2.303523035230352,738.0,17.0
清水万石３丁目,2022,2.3032629558541267,自然増減,2.3032629558541267,521.0,12.0
下南部１丁目,2025,2.302631578947368,自然増減,2.302631578947368,304.0,7.0
池亀町,2015,2.302158273381295,自然増減,2.302158273381295,695.0,16.0
飛田４丁目,2016,2.3006134969325154,自然増減,2.3006134969325154,652.0,15.0
無田口町,2020,2.2988505747126435,自然増減,2.2988505747126435,348.0,8.0
横手５丁目,2009,2.2972972972972974,自然増減,2.2972972972972974,740.0,17.0
春日１丁目,2021,2.2961203483768804,自然増減,2.2961203483768804,1263.0000000000002,29.0
帯山６丁目,2024,2.292576419213974,自然増減,2.292576419213974,915.9999999999998,21.0
長嶺東１丁目,2007,2.2912047302291203,自然増減,2.2912047302291203,1353.0,31.0
船場町３丁目,2016,2.2900763358778624,自然増減,2.2900763358778624,262.00000000000006,6.0
南熊本１丁目,2012,2.2900763358778624,自然増減,2.2900763358778624,393.00000000000006,9.0
戸島町,2012,2.2900763358778624,自然増減,2.2900763358778624,524.0000000000001,12.0
南熊本３丁目,2002,2.2900763358778624,自然増減,2.2900763358778624,262.00000000000006,6.0
八幡１１丁目,2018,2.2900763358778624,自然増減,2.2900763358778624,655.0000000000001,15.0
弓削町,2015,2.2883295194508007,自然増減,2.2883295194508007,437.00000000000006,10.0
若葉３丁目,2009,2.2883295194508007,自然増減,2.2883295194508007,1311.0000000000002,30.0
御領２丁目,2021,2.286087524493795,自然増減,2.286087524493795,1531.0,35.0
蓮台寺２丁目,2025,2.2857142857142856,自然増減,2.2857142857142856,525.0,12.0
本山４丁目,2019,2.283653846153846,自然増減,2.283653846153846,832.0000000000002,19.0
銭塘町,2002,2.28270412642669,自然増減,2.28270412642669,1139.0,26.0
帯山７丁目,2002,2.2825150732127475,自然増減,2.2825150732127475,2322.0,53.0
野中３丁目,2007,2.2801302931596092,自然増減,2.2801302931596092,307.0,7.0
妙体寺町,2013,2.278481012658228,自然増減,2.278481012658228,395.0,9.0
楠３丁目,2009,2.278481012658228,自然増減,2.278481012658228,395.0,9.0
長嶺東８丁目,2025,2.277904328018223,自然増減,2.277904328018223,439.00000000000006,10.0
蓮台寺１丁目,2022,2.277227722772277,自然増減,2.277227722772277,1010.0,23.0
新南部２丁目,2025,2.275600505689001,自然増減,2.275600505689001,791.0,18.0
南町,2019,2.2750775594622543,自然増減,2.2750775594622543,967.0,22.0
池田４丁目,2022,2.272727272727273,自然増減,2.272727272727273,528.0,12.0
保田窪５丁目,2001,2.272727272727273,自然増減,2.272727272727273,1232.0,28.0
東野２丁目,2012,2.272727272727273,自然増減,2.272727272727273,792.0,18.0
小峯４丁目,2008,2.272727272727273,自然増減,2.272727272727273,88.0,2.0
花園１丁目,2021,2.272727272727273,自然増減,2.272727272727273,836.0,19.0
国府３丁目,2024,2.2695530726256985,自然増減,2.2695530726256985,2864.0,65.0
米屋町２丁目,2002,2.2641509433962264,自然増減,2.2641509433962264,265.0,6.0
飛田３丁目,2002,2.2598870056497176,自然増減,2.2598870056497176,354.0,8.0
九品寺２丁目,2010,2.2587268993839835,自然増減,2.2587268993839835,974.0000000000001,22.0
若葉４丁目,2009,2.258469259723965,自然増減,2.258469259723965,797.0,18.0
蓮台寺３丁目,2000,2.258064516129032,自然増減,2.258064516129032,310.0,7.0
月出７丁目,2025,2.258064516129032,自然増減,2.258064516129032,620.0,14.0
武蔵ケ丘１丁目,2012,2.257636122177955,自然増減,2.257636122177955,753.0,17.0
長嶺南７丁目,2007,2.256608639587363,自然増減,2.256608639587363,1550.9999999999998,35.0
南熊本４丁目,2022,2.2556390977443606,自然増減,2.2556390977443606,266.00000000000006,6.0
山ノ内３丁目,2015,2.2556390977443606,自然増減,2.2556390977443606,399.00000000000006,9.0
九品寺４丁目,2000,2.2556390977443606,自然増減,2.2556390977443606,665.0000000000001,15.0
戸坂町,2015,2.2522522522522523,自然増減,2.2522522522522523,887.9999999999999,20.0
渡鹿７丁目,2021,2.25022502250225,自然増減,2.25022502250225,1111.0,25.0
帯山８丁目,2024,2.2494887525562373,自然増減,2.2494887525562373,489.0,11.0
西阿弥陀寺町,2000,2.247191011235955,自然増減,2.247191011235955,177.99999999999997,4.0
井川淵町,1999,2.247191011235955,自然増減,2.247191011235955,177.99999999999997,4.0
月出７丁目,2002,2.245508982035928,自然増減,2.245508982035928,668.0,15.0
水前寺３丁目,2009,2.243700379703141,自然増減,2.243700379703141,2897.0,65.0
水前寺６丁目,2008,2.2435897435897436,自然増減,2.2435897435897436,1248.0,28.0
小峯１丁目,2020,2.2413793103448274,自然増減,2.2413793103448274,580.0,13.0
桜木５丁目,2010,2.236842105263158,自然増減,2.236842105263158,760.0,17.0
白山２丁目,2008,2.2346368715083798,自然増減,2.2346368715083798,537.0000000000001,12.0
鹿子木町,2007,2.2342586323628977,自然増減,2.2342586323628977,1477.0000000000002,33.0
蓮台寺１丁目,2002,2.2325581395348837,自然増減,2.2325581395348837,1075.0,24.0
楠野町,2023,2.228163992869875,自然増減,2.228163992869875,1122.0,25.0
蓮台寺２丁目,2013,2.2267206477732793,自然増減,2.2267206477732793,494.00000000000006,11.0
坪井６丁目,2023,2.2222222222222223,自然増減,2.2222222222222223,90.0,2.0
元三町５丁目,2007,2.2222222222222223,自然増減,2.2222222222222223,45.0,1.0
大窪２丁目,2022,2.2222222222222223,自然増減,2.2222222222222223,270.0,6.0
西唐人町,2014,2.2222222222222223,自然増減,2.2222222222222223,45.0,1.0
元三町３丁目,1999,2.2222222222222223,自然増減,2.2222222222222223,495.0,11.0
古川町,2020,2.2222222222222223,自然増減,2.2222222222222223,135.0,3.0
元三町５丁目,2004,2.2222222222222223,自然増減,2.2222222222222223,45.0,1.0
池田２丁目,2016,2.2213855421686746,自然増減,2.2213855421686746,2656.0,59.0
長嶺東１丁目,2014,2.219140083217753,自然増減,2.219140083217753,1442.0,32.0
御領３丁目,2012,2.219040801717967,自然増減,2.219040801717967,1397.0,31.0
壺川２丁目,2005,2.218700475435816,自然増減,2.218700475435816,631.0,14.0
長嶺南６丁目,2002,2.21763795771016,自然増減,2.21763795771016,1939.0,43.0
新外１丁目,2019,2.2172949002217295,自然増減,2.2172949002217295,451.00000000000006,10.0
東京塚町,2023,2.2157996146435455,自然増減,2.2157996146435455,1038.0,23.0
田迎５丁目,2001,2.2132796780684103,自然増減,2.2132796780684103,497.0,11.0
米屋町２丁目,2020,2.2123893805309733,自然増減,2.2123893805309733,226.0,5.0
小山町,2001,2.2120268720301492,自然増減,2.2120268720301492,6102.999999999999,135.0
北迫町,2009,2.209944751381215,自然増減,2.209944751381215,181.00000000000003,4.0
飛田３丁目,2003,2.209944751381215,自然増減,2.209944751381215,362.00000000000006,8.0
元三町２丁目,2015,2.208835341365462,自然増減,2.208835341365462,498.0,11.0
渡鹿８丁目,2002,2.208588957055215,自然増減,2.208588957055215,815.0,18.0
稗田町,2007,2.207505518763797,自然増減,2.207505518763797,452.99999999999994,10.0
長嶺東６丁目,2015,2.2063595068137576,自然増減,2.2063595068137576,1540.9999999999998,34.0
細工町１丁目,2022,2.2058823529411766,自然増減,2.2058823529411766,136.0,3.0
清水万石２丁目,2019,2.2058823529411766,自然増減,2.2058823529411766,136.0,3.0
田迎３丁目,2012,2.204928664072633,自然増減,2.204928664072633,771.0,17.0
十禅寺２丁目,2021,2.204724409448819,自然増減,2.204724409448819,635.0,14.0
黒髪４丁目,2025,2.203856749311295,自然増減,2.203856749311295,1089.0,24.0
沼山津３丁目,2003,2.2026431718061676,自然増減,2.2026431718061676,1135.0,25.0
御領１丁目,2002,2.201027146001467,自然増減,2.201027146001467,1363.0,30.0
月出５丁目,2010,2.199661590524535,自然増減,2.199661590524535,591.0,13.0
山ノ内４丁目,2012,2.197802197802198,自然増減,2.197802197802198,182.0,4.0
古川町,2004,2.197802197802198,自然増減,2.197802197802198,91.0,2.0
池田１丁目,2009,2.197406340057637,自然増減,2.197406340057637,2775.9999999999995,61.0
帯山２丁目,1999,2.1970233876683203,自然増減,2.1970233876683203,1411.0,31.0
月出７丁目,2003,2.1961932650073206,自然増減,2.1961932650073206,683.0,15.0
孫代町,2005,2.19560878243513,自然増減,2.19560878243513,500.9999999999999,11.0
東野２丁目,2023,2.194787379972565,自然増減,2.194787379972565,729.0000000000001,16.0
武蔵ケ丘１丁目,2002,2.193548387096774,自然増減,2.193548387096774,775.0,17.0
八分字町,2001,2.193308550185874,自然増減,2.193308550185874,2690.0,59.0
健軍５丁目,2000,2.1929824561403506,自然増減,2.1929824561403506,228.0,5.0
子飼本町,2025,2.1922428330522767,自然増減,2.1922428330522767,593.0,13.0
水前寺３丁目,2023,2.1920668058455117,自然増減,2.1920668058455117,2874.0,63.0
楠野町,2016,2.191780821917808,自然増減,2.191780821917808,1095.0,24.0
八幡５丁目,2008,2.1912350597609564,自然増減,2.1912350597609564,501.99999999999994,11.0
花立２丁目,2017,2.18978102189781,自然増減,2.18978102189781,959.0,21.0
清水東町,2015,2.188679245283019,自然増減,2.188679245283019,1325.0,29.0
南町,2007,2.1872265966754156,自然増減,2.1872265966754156,1143.0,25.0
水前寺３丁目,2008,2.18694885361552,自然増減,2.18694885361552,2835.0,62.0
坪井３丁目,2005,2.1839080459770113,自然増減,2.1839080459770113,870.0000000000001,19.0
八分字町,2011,2.1838331160365057,自然増減,2.1838331160365057,3068.0,67.0
島崎４丁目,2017,2.182952182952183,自然増減,2.182952182952183,962.0,21.0
大窪３丁目,2009,2.181818181818182,自然増減,2.181818181818182,275.0,6.0
中島町,2024,2.181500872600349,自然増減,2.181500872600349,1146.0,25.0
横手３丁目,2018,2.17983651226158,自然増減,2.17983651226158,1101.0,24.0
上水前寺１丁目,1999,2.1791767554479415,自然増減,2.1791767554479415,413.0000000000001,9.0
渡鹿２丁目,2009,2.1791767554479415,自然増減,2.1791767554479415,413.0000000000001,9.0
長嶺東５丁目,2025,2.1790808240887483,自然増減,2.1790808240887483,2524.0,55.0
坪井４丁目,2004,2.1788990825688073,自然増減,2.1788990825688073,872.0000000000001,19.0
九品寺５丁目,2014,2.1783526208304966,自然増減,2.1783526208304966,1469.0,32.0
下通２丁目,2018,2.1739130434782608,自然増減,2.1739130434782608,368.0,8.0
船場町２丁目,2023,2.1739130434782608,自然増減,2.1739130434782608,138.0,3.0
横紺屋町,2012,2.1739130434782608,自然増減,2.1739130434782608,46.0,1.0
月出８丁目,2019,2.1739130434782608,自然増減,2.1739130434782608,414.0,9.0
花立６丁目,2008,2.172636523781562,自然増減,2.172636523781562,1703.0,37.0
画図町大字下無田,2024,2.1722846441947565,自然増減,2.1722846441947565,1335.0,29.0
新町３丁目,1999,2.1704180064308685,自然増減,2.1704180064308685,1244.0,27.0
山ノ神２丁目,2010,2.1702838063439067,自然増減,2.1702838063439067,1197.9999999999998,26.0
沼山津１丁目,2023,2.1696252465483234,自然増減,2.1696252465483234,1014.0,22.0
砂原町,2013,2.1693491952414274,自然増減,2.1693491952414274,1429.0,31.0
高平１丁目,2002,2.166064981949458,自然増減,2.166064981949458,1662.0000000000002,36.0
島崎５丁目,2020,2.166064981949458,自然増減,2.166064981949458,1662.0000000000002,36.0
新外１丁目,2003,2.1653543307086616,自然増減,2.1653543307086616,507.99999999999994,11.0
中無田町,2018,2.1653543307086616,自然増減,2.1653543307086616,507.99999999999994,11.0
内坪井町,2004,2.1645021645021645,自然増減,2.1645021645021645,693.0,15.0
平田１丁目,2011,2.1621621621621623,自然増減,2.1621621621621623,555.0,12.0
白石町,2022,2.1604938271604937,自然増減,2.1604938271604937,324.0,7.0
保田窪４丁目,2013,2.16,自然増減,2.16,1250.0,27.0
出町,2012,2.15962441314554,自然増減,2.15962441314554,1065.0,23.0
池田２丁目,2014,2.159090909090909,自然増減,2.159090909090909,2640.0,57.0
水前寺公園,2016,2.1585279547062988,自然増減,2.1585279547062988,2826.0,61.0
新市街,2014,2.158273381294964,自然増減,2.158273381294964,139.00000000000003,3.0
南坪井町,2017,2.156862745098039,自然増減,2.156862745098039,510.0,11.0
小沢町,2011,2.1551724137931036,自然増減,2.1551724137931036,463.99999999999994,10.0
江越１丁目,2020,2.1546261089987326,自然増減,2.1546261089987326,789.0,17.0
清水本町,2021,2.1520803443328553,自然増減,2.1520803443328553,1394.0,30.0
保田窪１丁目,2002,2.15119852489244,自然増減,2.15119852489244,1626.9999999999998,35.0
近見７丁目,2008,2.1505376344086025,自然増減,2.1505376344086025,464.99999999999994,10.0
打越町,1999,2.14938205265986,自然増減,2.14938205265986,1861.0,40.0
内坪井町,2002,2.148997134670487,自然増減,2.148997134670487,698.0,15.0
出仲間２丁目,2020,2.1484375,自然増減,2.1484375,512.0,11.0
近見２丁目,2019,2.1475256769374416,自然増減,2.1475256769374416,1071.0,23.0
出仲間６丁目,2025,2.1475256769374416,自然増減,2.1475256769374416,1071.0,23.0
画図町大字重富,2024,2.145085803432137,自然増減,2.145085803432137,2564.0,55.0
薬園町,2015,2.1439509954058193,自然増減,2.1439509954058193,653.0,14.0
薬園町,2013,2.1439509954058193,自然増減,2.1439509954058193,653.0,14.0
長嶺南６丁目,2005,2.1438780371605524,自然増減,2.1438780371605524,2099.0,45.0
出仲間７丁目,2009,2.1435228331780056,自然増減,2.1435228331780056,1073.0,23.0
孫代町,2013,2.142857142857143,自然増減,2.142857142857143,560.0,12.0
坪井３丁目,2022,2.142051860202931,自然増減,2.142051860202931,887.0,19.0
蓮台寺３丁目,2022,2.13903743315508,自然増減,2.13903743315508,374.00000000000006,8.0
桜木５丁目,2013,2.137767220902613,自然増減,2.137767220902613,841.9999999999999,18.0
田崎本町,2020,2.1359223300970873,自然増減,2.1359223300970873,515.0,11.0
大江３丁目,2020,2.132936507936508,自然増減,2.132936507936508,2016.0,43.0
御領１丁目,2016,2.1321961620469083,自然増減,2.1321961620469083,1407.0,30.0
梶尾町,2016,2.131239484015704,自然増減,2.131239484015704,3566.0,76.0
本荘６丁目,2024,2.1303258145363406,自然増減,2.1303258145363406,798.0,17.0
新外３丁目,2019,2.1297192642787994,自然増減,2.1297192642787994,1033.0,22.0
西梶尾町,2013,2.127659574468085,自然増減,2.127659574468085,1692.0,36.0
三郎１丁目,2018,2.127659574468085,自然増減,2.127659574468085,1269.0,27.0
春日４丁目,2005,2.126044039483675,自然増減,2.126044039483675,1317.0,28.0
健軍１丁目,2004,2.1248339973439574,自然増減,2.1248339973439574,1506.0,32.0
八分字町,2009,2.1248339973439574,自然増減,2.1248339973439574,3012.0,64.0
本荘２丁目,2011,2.1235521235521233,自然増減,2.1235521235521233,518.0,11.0
京町本丁,2016,2.122448979591837,自然増減,2.122448979591837,1225.0,26.0
水源１丁目,2013,2.122015915119363,自然増減,2.122015915119363,754.0,16.0
秋津２丁目,2013,2.1215043394406945,自然増減,2.1215043394406945,1037.0,22.0
九品寺６丁目,2013,2.1212121212121215,自然増減,2.1212121212121215,989.9999999999998,21.0
本荘５丁目,2008,2.119460500963391,自然増減,2.119460500963391,1038.0,22.0
島崎５丁目,2014,2.1191294387170676,自然増減,2.1191294387170676,1746.0,37.0
田崎２丁目,2015,2.119071644803229,自然増減,2.119071644803229,991.0,21.0
水道町,2013,2.11864406779661,自然増減,2.11864406779661,944.0000000000002,20.0
十禅寺２丁目,2015,2.118003025718608,自然増減,2.118003025718608,661.0,14.0
帯山３丁目,2004,2.1177315147164393,自然増減,2.1177315147164393,2786.0,59.0
長嶺西１丁目,2001,2.116741500962155,自然増減,2.116741500962155,1559.0,33.0
河内町東門寺,2006,2.1164021164021163,自然増減,2.1164021164021163,189.0,4.0
飛田１丁目,2010,2.1164021164021163,自然増減,2.1164021164021163,567.0,12.0
本荘２丁目,2020,2.1141649048625792,自然増減,2.1141649048625792,473.0,10.0
錦ケ丘,2018,2.113156100886162,自然増減,2.113156100886162,1467.0000000000002,31.0
新町２丁目,2005,2.112676056338028,自然増減,2.112676056338028,852.0,18.0
万町１丁目,2013,2.112676056338028,自然増減,2.112676056338028,142.0,3.0
近見３丁目,2000,2.112676056338028,自然増減,2.112676056338028,1136.0,24.0
近見７丁目,2006,2.112676056338028,自然増減,2.112676056338028,426.0,9.0
八幡８丁目,2020,2.112676056338028,自然増減,2.112676056338028,142.0,3.0
長嶺南８丁目,2011,2.109181141439206,自然増減,2.109181141439206,806.0,17.0
八幡７丁目,2014,2.107728337236534,自然増減,2.107728337236534,426.99999999999994,9.0
