町丁名,年度,変化率(%),変化タイプ
松原町,2009,-14.285714285714285,大幅減少
板屋町,2016,-14.285714285714285,大幅減少
松原町,2020,-14.285714285714285,大幅減少
魚屋町３丁目,2009,-14.285714285714285,大幅減少
山崎町,2017,-14.285714285714285,大幅減少
川端町,2006,-14.285714285714285,大幅減少
田崎１丁目,2004,-14.619883040935672,大幅減少
春日５丁目,2008,-14.691943127962084,大幅減少
紺屋阿弥陀寺町,2000,-14.705882352941178,大幅減少
古京町,2021,-14.814814814814813,大幅減少
段山本町,2017,-14.864864864864865,大幅減少
蓮台寺５丁目,2019,-15.11111111111111,大幅減少
古城町,2001,-15.294117647058824,大幅減少
湖東１丁目,2024,-15.306122448979592,大幅減少
飛田町,2025,-15.384615384615385,大幅減少
紺屋町２丁目,2003,-15.384615384615385,大幅減少
横紺屋町,2002,-15.384615384615385,大幅減少
古大工町,2019,-15.384615384615385,大幅減少
紺屋阿弥陀寺町,2023,-15.384615384615385,大幅減少
近見町,2014,-15.384615384615385,大幅減少
春日６丁目,2007,-15.404040404040403,大幅減少
船場町３丁目,2001,-15.59633027522936,大幅減少
手取本町,2000,-15.625,大幅減少
横手１丁目,2013,-15.703703703703702,大幅減少
田崎町,2022,-15.789473684210526,大幅減少
江津１丁目,2005,-15.835616438356166,大幅減少
楠２丁目,2013,-15.873015873015872,大幅減少
田迎町大字田井島,2004,-16.0,大幅減少
万町２丁目,2000,-16.216216216216218,大幅減少
渡鹿９丁目,2007,-16.260162601626014,大幅減少
春日３丁目,2003,-16.412661195779602,大幅減少
近見町,2023,-16.43835616438356,大幅減少
春日３丁目,2008,-16.55773420479303,大幅減少
田崎町,2020,-16.666666666666664,大幅減少
宮内,2017,-16.666666666666664,大幅減少
松原町,2022,-16.666666666666664,大幅減少
飛田町,2021,-16.666666666666664,大幅減少
花畑町,2021,-16.666666666666664,大幅減少
慶徳堀町,2005,-16.666666666666664,大幅減少
紺屋阿弥陀寺町,2016,-16.666666666666664,大幅減少
宮内,2007,-16.666666666666664,大幅減少
花畑町,2016,-16.666666666666664,大幅減少
河内町面木,2018,-16.666666666666664,大幅減少
魚屋町１丁目,2019,-16.666666666666664,大幅減少
御領７丁目,2004,-16.666666666666664,大幅減少
西唐人町,2023,-16.666666666666664,大幅減少
鍛冶屋町,2009,-16.666666666666664,大幅減少
大江２丁目,2004,-16.852540272614622,大幅減少
花畑町,2003,-16.883116883116884,大幅減少
紺屋町２丁目,2020,-17.073170731707318,大幅減少
魚屋町２丁目,2023,-17.24137931034483,大幅減少
宮内,2012,-17.391304347826086,大幅減少
近見町,2004,-17.475728155339805,大幅減少
南高江３丁目,2008,-17.560975609756095,大幅減少
春日６丁目,2008,-17.611940298507463,大幅減少
沼山津３丁目,2017,-17.63110307414105,大幅減少
東阿弥陀寺町,2007,-17.647058823529413,大幅減少
魚屋町２丁目,2016,-17.647058823529413,大幅減少
横手２丁目,2004,-17.763157894736842,大幅減少
魚屋町１丁目,2023,-17.80821917808219,大幅減少
宮内,2011,-17.857142857142858,大幅減少
総数,2017,-17.880794701986755,大幅減少
通町,1999,-18.0327868852459,大幅減少
八幡８丁目,2003,-18.181818181818183,大幅減少
上京塚町,2005,-18.51851851851852,大幅減少
魚屋町１丁目,2015,-18.75,大幅減少
長嶺東８丁目,2017,-18.91891891891892,大幅減少
桜木６丁目,2009,-19.148936170212767,大幅減少
万町２丁目,2019,-19.230769230769234,大幅減少
手取本町,2019,-19.230769230769234,大幅減少
千葉城町,2011,-19.35483870967742,大幅減少
古川町,2022,-19.875776397515526,大幅減少
魚屋町１丁目,2011,-20.0,大幅減少
板屋町,2001,-20.0,大幅減少
紺屋町１丁目,2000,-20.0,大幅減少
古城町,1999,-20.192307692307693,大幅減少
西阿弥陀寺町,2022,-21.21212121212121,大幅減少
楠１丁目,2000,-21.983039791258967,大幅減少
中江町,2010,-22.22222222222222,大幅減少
春日３丁目,2004,-22.44039270687237,大幅減少
辛島町,2004,-22.65625,大幅減少
紺屋阿弥陀寺町,2012,-22.727272727272727,大幅減少
慶徳堀町,1999,-22.727272727272727,大幅減少
八島町,2007,-22.950819672131146,大幅減少
紺屋阿弥陀寺町,2002,-23.076923076923077,大幅減少
宮内,2021,-23.076923076923077,大幅減少
川端町,2023,-23.636363636363637,大幅減少
西唐人町,2015,-23.91304347826087,大幅減少
田崎町,2021,-24.0,大幅減少
横紺屋町,2004,-24.0,大幅減少
川端町,2008,-24.137931034482758,大幅減少
横手２丁目,2013,-24.537037037037038,大幅減少
東阿弥陀寺町,2019,-25.0,大幅減少
手取本町,2002,-25.0,大幅減少
細工町５丁目,2006,-25.423728813559322,大幅減少
西阿弥陀寺町,2021,-25.842696629213485,大幅減少
池田３丁目,2013,-26.991993900114373,大幅減少
万町２丁目,2008,-27.586206896551722,大幅減少
京町本丁,2013,-29.333333333333332,大幅減少
魚屋町１丁目,2003,-30.434782608695656,大幅減少
春日３丁目,2011,-30.76923076923077,大幅減少
西阿弥陀寺町,2020,-31.007751937984494,大幅減少
楠２丁目,2014,-31.132075471698112,大幅減少
東町１丁目,2024,-31.717171717171716,大幅減少
春日３丁目,2009,-32.114882506527415,大幅減少
保田窪２丁目,2013,-35.65891472868217,大幅減少
田崎町,2017,-36.17021276595745,大幅減少
板屋町,2022,-37.5,大幅減少
田迎町大字田井島,2001,-40.0,大幅減少
魚屋町２丁目,2006,-40.0,大幅減少
飛田町,1999,-43.13725490196079,大幅減少
三郎１丁目,2013,-46.59357870007831,大幅減少
八島町,2006,-50.40650406504065,大幅減少
春日３丁目,2010,-55.00000000000001,大幅減少
下硯川町,2011,-58.54309687261632,大幅減少
横手３丁目,2013,-66.11842105263158,大幅減少
世安町,2022,-70.10309278350515,大幅減少
小島下町,2008,-72.04385277995301,大幅減少
平成１丁目,2013,-78.46410684474124,大幅減少
湖東１丁目,2013,-82.92682926829268,大幅減少
総数,2010,-83.50253807106598,大幅減少
小島上町,2008,-85.05154639175258,大幅減少
鶴羽田町,2010,-86.39303482587066,大幅減少
黒髪７丁目,2013,-87.48353096179183,大幅減少
近見町,2001,-90.16018306636155,大幅減少
東京塚町,2013,-90.72265625,大幅減少
小山町,2004,-91.41075604053,大幅減少
田迎町大字田井島,2000,-95.26184538653366,大幅減少
神水本町,2013,-95.29761904761904,大幅減少
江津２丁目,2013,-95.6479217603912,大幅減少
徳王町,2009,-95.79918032786885,大幅減少
戸島町,2003,-98.27044025157232,大幅減少
薄場町,2001,-98.30508474576271,大幅減少
